Politik,Strana,Relácia,Výrok,Rok,Mesiac,Hodnota
Igor Matovič,Oľano,Sobotné dialógy,"Napr. zákaz vychádzania takýto platí v Českej republike, akože je normálne na celú republiku platí, len majú asi 10 výnimiek a jedna napr. je taká, ktorú vy spomínate (ľudia, ktorí majú vážny dôvod opustiť domov, napr. majú ťažko chorých rodičov, pozn.).",2020,5,Pravda
Igor Matovič,Oľano,Sobotné dialógy,10 % približne zdravotníkov zomiera pri tej liečbe tých ďalších chorých ľudí.,2020,5,Neoveriteľné
Igor Matovič,Oľano,Sobotné dialógy,"Prísnymi opatreniami sme dosiahli stav, že dnes (t.j. k 4. aprílu 2020 - pozn.) sme hodnotení ako tretí najlepší na svete z pohľadu bezpečnosti pri koronavíruse.",2020,5,Nepravda
Igor Matovič,Oľano,Sobotné dialógy,"Keď sme prebrali vládu, tak vtedy bol taký štandard, že 200-250-300 ľudí sa testovalo denne. Nám sa v priebehu necelých dvoch mesiacov podarilo zdvihnúť, dvoch týždňov pardon, dvoch týždňov na viac ako 6-násobok.",2020,5,Pravda
Igor Matovič,Oľano,Sobotné dialógy,"To nie je nejaká vrtuľa (pľúcny ventilátor, pozn.), že vlastne taký nejaký jednoduchý prístroj. To je počítačovo riadené a oni (Chirana Medical, pozn.) majú svetový v podstate unikát, špičkovú technológiu v tom, že práve na takto poškodené pľúca, ktoré sú poškodené tie jednotlivé … mechúriky, že sú pri koronavíruse rôzne poškodené v rámci jedného tela alebo v rámci jedných pľúc. A ten ich systém takého viac frekvenčného a takého teda tak trošku ako na prvý pohľad akože chaotického ventilovania pľúc spôsobuje práve to, že dokážu takéto pľúca liečiť.",2020,5,Pravda
Igor Matovič,Oľano,Sobotné dialógy,"Áno, zároveň s tým, že nám chýbajú pľúcne ventilácie nám chýbajú aj ľudia, ktorých musíme za teraz relatívne krátky čas zaškoliť. Tam ale aj samotný výrobca nám veľmi výrazne v tomto pomôže,aj sme dohodli vlastne v podstate to zaškoľovanie. Nič špeciálne navyše to nebude stáť.",2020,5,Pravda
Igor Matovič,Oľano,Sobotné dialógy,"Napríklad 94 % ľudí súhlasí s tým naším opatrením podľa prieskumu, že povinné rúška.",2020,5,Pravda
Igor Matovič,Oľano,Sobotné dialógy,"Tam najviac ohrození práve potom tí starší ľudia nad 60 rokov plus… v tomto sme, stále máme trošku náskok, že na Slovensku, aj keď sú pozitívne testovaní, tak sú to ľudia mladšieho veku, ktorí teda tú koronu trošku lepšie znášajú a nepotrebujú až po finálnu liečbu pľúcnymi ventilátormi.",2020,5,Pravda
Igor Matovič,Oľano,Sobotné dialógy,Ministerstvo zdravotníctva medzičasom rokuje o uzavretí teda nákupu zo zahraničia. Nejakých približne 200 ventilácií.,2020,5,Neoveriteľné
Igor Matovič,Oľano,Sobotné dialógy,"Sme ich (firmu Chirana Medical, pozn.) v podstate tak uhovorili na to, aby dramaticky zvýšili výrobu voči svojmu štandardu týchto pľúcnych ventilácii. Predtým vyrábali približne 1 denne alebo jednu denne.",2020,5,Pravda
Igor Matovič,Oľano,Sobotné dialógy,"Keď sme prevzali vládu, tak v podstate podľa tej štúdie Inštitútu zdravotnej politiky na základe opatrení predošlej vlády vychádzalo, že ich budeme potrebovať 2,5 tisíca (pľúcnych ventilátorov, pozn.), vlastne niekedy v prvej polovičke júna.",2020,5,Pravda
Juraj Blanár,SMER-SD,Na telo,"Jedna z koaličných strán, kde pán minister (Ivan Korčok, pozn.) v súčasnosti je, má vzťahy s Národným Marine Le Pen alebo Ligou Severu v Taliansku, ktorí absolútne absolútne idú proti Európskej únii.",2020,5,Pravda
Juraj Blanár,SMER-SD,Na telo,"Ak sa niekto ešte fotil nejak, tak to bol aj váš predseda (Richard Sulík - pozn.), ktorý vás nominoval na túto pozíciu a dokonca sa fotil pri lietadle, ktoré ani nebolo to lietadlo, ktoré malo byť.",2020,5,Pravda
Juraj Blanár,SMER-SD,Na telo,"Ten prieskum, ktorý sme videli (o tom, ktoré krajiny/zoskupenia pomáhajú Slovensku v boji s koronavírusom, pozn.), je mesiac starý.",2020,5,Pravda
Ivan Korčok,SaS,Na telo,"A dostanem sa do takej absurdnej situácie, že áno medzi krajinami, ktoré ľudia vnímajú, že nám pomáhajú, je napr. Ruská federácia. Faktom, že z Ruskej federácie žiadna žiadna pomoc neprišla.",2020,5,Pravda
Ivan Korčok,SaS,Na telo,"Tu sú stovky miliárd, ktoré Európska únia pripravuje a chce pomôcť svojim členským štátom, aby sme zvládli túto krízu.",2020,5,Pravda
Ivan Korčok,SaS,Na telo,"Celkove tých zásielok z Číny bolo 7 v tejto chvíli, 2 boli dokonca dary.",2020,5,Pravda
Juraj Blanár,SMER-SD,Na telo,"Dokonca v tej zásielke (milióna rýchlotestov, pozn.), ak si dobre spomínam, bolo niekoľko 100 000 kusov (testov na Covid-19, pozn.) aj zdarma, ktoré nám dala Čínska ľudová republika.",2020,5,Nepravda
Juraj Blanár,SMER-SD,Na telo,"Dokonca samotní Češi prejavili záujem o tie rýchlotesty, ktoré vzápätí hneď ako prišli, po nástupe premiér Matovič povedal, že sú úplne zbytočné a treba ich vysypať do Dunaja.",2020,5,Pravda
Juraj Blanár,SMER-SD,Na telo,"Vy (Ivan Korčok, pozn.) ste ešte neboli vo funkcii, keď prišli dodávky tzv. rýchlotestov z Čínskej republiky.",2020,5,Pravda
Juraj Blanár,SMER-SD,Na telo,"Nabádam na to, že ja súhlasím absolútne, že treba chrániť týchto ľudí, ale aj nás, ktorí sú v ich blízkosti a pendlujú, to je absolútne v poriadku. Napokon to aj vláda Petra Pellegriniho prijala, ale skúste to zjednodušiť, lebo dnes už mnohí odborníci to spochybňujú, dokonca petícia je spísaná tých, ktorí takýmto spôsobom pendlujú.",2020,5,Pravda
Ivan Korčok,SaS,Na telo,"Z tých ostatných susediacich štátov (Maďarsko, Rakúsko, Poľsko, pozn.) naďalej platí to pravidlo ktoré teraz bolo zavedené, ktoré je predmetom nejakého vyhodnocovania, a to je jednoducho mať pri sebe ten negatívny jednomesačný atest.",2020,5,Pravda
Ivan Korčok,SaS,Na telo,"...že ten (opatrenie, ktoré umožní vycestovať slovenským zdravotníckym pracovníkom do niektorých českých krajov, pozn.) sme neotvorili voči Českej republike, ale voči územiu, ktoré je vymedzené tými krajmi a tam podľa zistenia našich kolegov a hlavného hygienika po výmene s Českou republikou vieme, miera nákazy v týchto krajoch českých je nižšia, a preto toto opatrenie z našej strany.",2020,5,Nepravda
Juraj Blanár,SMER-SD,Na telo,Tá smrtnosť v Českej republike sa pohybuje už ku 400 obetiam. U nás je to tuším 12 aktualizované.,2020,5,Nepravda
Juraj Blanár,SMER-SD,Na telo,"Tak máme tu rómske osady, čo treba samozrejme, testovať, lebo je to potenciálna nákaza, ktorá sa môže rozširovať. Títo to dostávajú zadarmo a máme tu pendlerov, ktorí si platia svoje dane, všetko, čo sa, čo majú voči štátu a musia si platiť tieto testy.",2020,5,Zavádzajúce
Ivan Korčok,SaS,Na telo,"(Ešte snáď dodám aj to, že jedným z kritérií, prečo sa to urobilo voči Českej republike je to, že) miera nákazy je tam výrazne nižšia ako v iných štátov, resp. podobná ako u nás.",2020,5,Nepravda
Ivan Korčok,SaS,Na telo,"Pán redaktor, ona nie je 100- kilometrová (vzdialenosť od hranice s Českou republikou, kam môžu vycestovať slovenskí zdravotnícki pracovníci, pozn.), ona je vyčlenená na 4 susediace moravské kraje, ktoré teda susedia so Slovenskou republikou, čiže ona je v teórii v podstate možno ešte dlhšia, ale je to územné členenie, ktoré zachytáva 4 moravské kraje.",2020,5,Pravda
Ivan Korčok,SaS,Na telo,"Tam (v prípade Českej republiky, pozn.) práve bolo prijaté takisto opatrenie, kde sme vyšli v ústrety zdravotníckym pracovníkom ktorí, ktorí pendlujú, teda najmä najmä zo Slovenska na českú stranu a samozrejme to ochranné opatrenie je sprevádzané tým, že tam treba mať najstarší, teda dvojdňový negatívny test.",2020,5,Pravda
Juraj Blanár,SMER-SD,Na telo,"… tých miliardách, ktoré budeme dávať teraz tým, ktorí zatvárali svoje prevádzky a preplácali mzdu tým zamestnancom...",2020,5,Pravda
Ivan Korčok,SaS,Na telo,"Vieme z predchádzajúceho obdobia, že viacerí občania (nakazení koronavírusom - pozn.), ktorí prišli na Slovensko, prišli zo zahraničia.",2020,5,Pravda
Ivan Korčok,SaS,Na telo,"Ale naozaj to číslo občanov, ktorí sa chcú vrátiť domov, je stále relatívne vysoké. Mimochodom, dnes chcem len chcel len pol povedať, prichádza na Slovensko z Veľkej Británie, zo Švajčiarska, z Francúzska, zo Španielska, celkom 190 občanov letecky, autobusmi, takže v podstate každý deň je to je to číslo vysoké.",2020,5,Neoveriteľné
Juraj Blanár,SMER-SD,Na telo,"Ja absolútne vítam to predĺženie tej 72- hodinovej lehoty na to povinnú registráciu, lebo je to dôležité, aby sa mohlo práve ministerstvo nie nielen zahraničných vecí, ale predovšetkým ministerstvo vnútra pripraviť, pretože to zabezpečuje tie tie kapacity, ktoré sú potrebné v jednotlivých ubytovniach.",2020,5,Pravda
Juraj Blanár,SMER-SD,Na telo,"A keď počúvajú v tých masmédiách, ktoré ráno zapnete televíziu, rozhlas, stále sa šíria informácie aj o tom, že napr. Ruská federácia poskytla významnú pomoc Talianom, ktorí boli najohrozenejší a to určite viete práve v tom čase a tí ľudia tým sa už zmiešavajú tie informácie.",2020,5,Pravda
Juraj Blanár,SMER-SD,Na telo,"Ja konečne vítam, že Európska komisia sa rozhýbala, že predsedníčka Európskej komisie začala byť aktívnejšia, pretože začiatok nebol celkom dobrý, pretože práve kritizovala opatrenie, ktoré národné štáty ako Slovenská republika, urobili a ukázali sa, že boli dobré. To bolo uzavretie hraníc...",2020,5,Pravda
Natália Milanová,Oľano,V politike,...mne bol sympatický model dvanástich voliteľov tzv. ktorý bol predložený do parlamentu minulé volebné obdobie...,2020,5,Pravda
Natália Milanová,Oľano,V politike,"...názory niektorých koaličných partnerov, aké sú. Niekto chce financovať RTVS z nejakého percenta HDP, niekto je za zachovanie koncesionárskych poplatkov.",2020,5,Pravda
Ľubica Laššáková,SMER-SD,V politike,"...zatiaľ je zákon, generálneho riaditeľa (RTVS, pozn.) volí parlament...",2020,5,Pravda
Ľubica Laššáková,SMER-SD,V politike,"Vieme, že podľa zákona RTVS nemá toľko možnosti uplatňovať reklamy, ako majú súkromné médiá.",2020,5,Pravda
Ľubica Laššáková,SMER-SD,V politike,"...každá vláda, ktorá prišla, tak chcela meniť generálneho riaditeľa (RTVS, pozn.), chcela meniť systém financovania atď.",2020,5,Pravda
Ľubica Laššáková,SMER-SD,V politike,"Áno, je pravda, 1,5 milióna, 1,6 milióna, o ktorých pani ministerka hovorila, sme sa snažili dostať do opery. Ja veľmi konkrétne poviem prečo, pretože hudobníci, ktorí hrali v symfonickom orchestri, ktorí hrali v Slovenskej filharmónii atď. mali rádovo niekoľko sto EUR vyššie platy boli to takí istí muzikanti ako tí naši v tej opere a jednoducho dospeli sme k situácii, že zamestnanci opery v zbore odchádzali do filharmónie, odchádzali do RTVS atď.",2020,5,Nepravda
Natália Milanová,Oľano,V politike,"...podľa listu, ktorý mi dal pán generálny riaditeľ (Slovenského národného divadla, pozn.) tak, aby situácia a kondícia v divadle bola dobrá, tak by sme potrebovali určite navýšiť rozpočet o 6 000 000 každý rok...",2020,5,Neoveriteľné
Natália Milanová,Oľano,V politike,"...tam (v Slovenskom národnom divadle, pozn.)  boli platy navýšené o 1,6 milióna vlastne na úroveň valorizácie. Problém je, že tých 1,6 milióna nebolo finančne krytých, takže je to jedna z položiek, ktorá zase dostala do divadla do mínusu...",2020,5,Pravda
Ľubica Laššáková,SMER-SD,V politike,"...my sme chceli spustiť výberové konanie na generálneho riaditeľa Lúčnice. Tento proces sa stal mediálne tak nepríjemný, že jednoducho samotní členovia výberových komisií postupne začali sa ospravedlňovať, neboli ochotní ísť do toho, pretože sa báli, že kohokoľvek by vybrali, všetko by bolo mediálne zmetené.",2020,5,Neoveriteľné
Ľubica Laššáková,SMER-SD,V politike,"Pán Kováč bol poverený generálny riaditeľ Slovenského národného divadla a naozaj bolo v pláne niekedy v jarných, letných mesiacoch urobiť výberové konanie.",2020,5,Pravda
Ľubica Laššáková,SMER-SD,V politike,"...v tom programovom vyhlásení vlády, kde sa hovorí o tom, že prehodnotí sa financovanie Matice slovenskej. Matica slovenská aj po znovuoživotvorení, ako to oni hovoria, má 100 rokov, má ja neviem 27,5 tisíc členov, má 500 miestnych organizácií.",2020,5,Pravda
Ľubica Laššáková,SMER-SD,V politike,"Keď sa pozrieme napr. na obdobie minulého roka, toto isté obdobie, tak mne to vyšlo, že do júna vlastne bude výpadok príjmov týchto inštitúcií (podriadených Ministerstvu kultúry - pozn.) okolo 6.000.000 EUR.",2020,5,Pravda
Ľubica Laššáková,SMER-SD,V politike,"...fond na podporu umenia dostáva zo štátnych zdrojov každý rok 20.000.000 EUR. Toto sú peniažky, ktoré s najväčšou pravdepodobnosťou fond na podporu umenia tento rok neminie, pretože veľká väčšina ide na festivaly, na mnoho a mnoho kultúrno-spoločenských podujatí...",2020,5,Pravda
Natália Milanová,Oľano,V politike,"...je to potom oblasť aj tých našich 31 štátnych inštitúcií a to už vieme, že v akých číslach sa pohybujeme teraz v mínuse. Podľa tých prvotných prognóz tam každý mesiac už sme spadali do -1,6 až 1,8 milióna a podľa výsledkov za marec, apríl budeme potrebovať na sanovanie 2,7 milióna.",2020,5,Pravda
Natália Milanová,Oľano,V politike,"Ja by som chcela povedať, že v rámci kultúry máme tzv. ja to volám, že nezávislé, to sú verejnoprávne fondy, fond na podporu umenia a audiovizuálny fond a tie mi už 27. marca dali presný zoznam opatrení, čo budú robiť s prehodnocovaním svojich výziev, žiadostí, ako budú komunikovať so žiadateľmi. ...už teraz majú nastavené nové výzvy, nové štipendiá, peniaze, ktoré nedokázali sa prečerpať na plánované projekty presúvajú do výziev, ktoré dokážu práve napomôcť ľuďom v tejto situácii.",2020,5,Pravda
Ľubica Laššáková,SMER-SD,V politike,"...tu máme 31 organizácií našich ministerských, v ktorých pracuje okolo 5000 zamestnancov … okrem toho rozpočtu skutočne nemajú veľa možností financovania, teda svojich projektov, svojich budov svojich inštitúcií atď.",2020,5,Nepravda
Ľubica Laššáková,SMER-SD,V politike,"No a preto som sa rozhodla v rozpočte nechať nedotknuté 3.000.000 EUR. Tieto 3.000.000 EUR, to sú peniaze, ktoré naše organizácie mohli dostať na tzv. prioritné projekty. Prioritné projekty to je niečo, čo dostávajú organizácie nad rámec rozpočtu, tieto peniaze som stopla, nechala som pani ministerke.",2020,5,Pravda
Natália Milanová,Oľano,V politike,"...dali sme balíček prvej pomoci, neskôr prišla tzv. tá druhá pomoc a dnes po výsledkoch dočasnej pracovnej skupiny sme prejednávali možnosť, pretože nám vyskočila z výsledkov veľmi ohrozená skupina ľudí, ktorí majú veľmi nízke pracovné úväzky, väčšinou sú to teda učitelia na školách a zároveň sú SZČO. Lenže my vieme, že v rámci tej prvej pomoci im žiaľ pomôcť nedokážeme, pretože tam už je to znevýhodnenie toho úväzku, hoci aj veľmi nízkeho.",2020,5,Pravda
Natália Milanová,Oľano,V politike,"...rozmýšľali sme nad tým, ako by sme dokázali pomôcť tej najohrozenejšej skupine z nášho pohľadu, čo sú práve tzv. umelci na voľnej nohe alebo teda podnikatelia v oblasti kultúry. Dnes vieme, že v celej oblasti kultúry pracuje okolo 55 000 ľudí, z toho 20 000 v kultúrno-kreatívnom priemysle, takže tá skupina je obrovská a je veľmi nehomogénna.",2020,5,Pravda
Natália Milanová,Oľano,V politike,"Hneď, ako to bolo možné, zriadili sme aj kvôli pandémii aj dopadom pracovnú skupinu, kde sme zapojili čo najväčšiu oblasť umelcov, tzn. naozaj takmer z každého segmentu.",2020,5,Pravda
